Game Name,Franchise,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
Darksiders Genesis,Darksiders,2020,10,2010,Role-Play,Tier 3,13,77,34,5.6,AirshipSyndicateEntertainment,,"Role-Playing,Action RPG"
Darksiders Genesis,Darksiders,2020,10,2010,Role-Play,Tier 3,26,77,73,7.5,AirshipSyndicateEntertainment,,"Role-Playing,Action RPG"
Darksiders Genesis,Darksiders,2020,10,2010,Role-Play,Tier 3,16,74,30,7.5,AirshipSyndicateEntertainment,,"Role-Playing,Action RPG"
Darksiders II,Darksiders,2012,2,2010,Action Adventure,Tier 2,23,81,787,7.9,VigilGames,0.15,"Action Adventure,Modern,Fantasy,Fantasy,Open-World"
Darksiders II,Darksiders,2012,2,2010,Action Adventure,Tier 2,39,84,463,7.2,VigilGames,0.84,"Action Adventure,Modern,Fantasy,Fantasy,Open-World"
Darksiders II: Deathinitive Edition,Darksiders,2015,5,2010,Action Adventure,Tier 3,28,72,213,7.3,GunfireGames,0.02,"Action Adventure,Open-World"
Darksiders II: Deathinitive Edition,Darksiders,2019,9,2010,Action Adventure,Tier 3,15,77,20,7.9,GunfireGames,,"Action Adventure,Open-World"
Darksiders II: Deathinitive Edition,Darksiders,2015,5,2010,Action Adventure,Tier 3,10,75,47,7.3,"GunfireGames,Kaiko",0.01,"Action Adventure,Open-World"
Darksiders III,Darksiders,2018,8,2010,Action Adventure,Tier 3,43,70,551,7.1,"GunfireGames,THQNordic",0.02,"Action Adventure,Open-World"
Darksiders III,Darksiders,2018,8,2010,Action Adventure,Tier 4,19,69,135,7.1,"GunfireGames,THQNordic",0.04,"Action Adventure,Open-World"
Darksiders: Warmastered Edition,Darksiders,2016,6,2010,Action Adventure,Tier 2,17,80,41,8.2,NordicGamesPublishing,,"Action Adventure,Open-World"
Darksiders: Warmastered Edition,Darksiders,2019,9,2010,Action Adventure,Tier 3,24,77,44,7.5,NordicGamesPublishing,,"Action Adventure,Open-World"
Darksiders: Warmastered Edition,Darksiders,2016,6,2010,Action Adventure,Tier 2,12,81,146,7.7,"NordicGamesPublishing,Kaiko",,"Action Adventure,Open-World"
Darkstalkers Resurrection,Darkstalkers,2013,0,2013,Action,Tier 2,33,80,32,7.4,IronGalaxyStudios,0.03,"Action,Miscellaneous,Fighting,Compilation,2D"
Darkwood,Darkwood,2017,0,2017,Action Adventure,Tier 2,16,80,120,8.2,AcidWizardStudio,,"Action Adventure,Horror,Survival"
Darkwood,Darkwood,2019,2,2017,Action Adventure,Tier 2,25,80,40,7.7,AcidWizardStudio,,"Action Adventure,Survival"
Darkwood,Darkwood,2019,2,2017,Action Adventure,Tier 3,12,74,31,7.8,AcidWizardStudio,,"Action Adventure,Survival"
Darkwood,Darkwood,2019,2,2017,Action Adventure,Tier 2,10,80,8,7.8,AcidWizardStudio,,"Action Adventure,Survival"
Darwinia,Darwinia,2005,0,2005,Strategy,Tier 2,46,84,136,7.7,Introversion,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General"
Dauntless,Dauntless,2019,0,2019,Role-Play,Tier 3,11,73,32,4.8,PhoenixLabs,,"Role-Playing,Action RPG"
Dauntless,Dauntless,2019,0,2019,Role-Play,Tier 2,7,82,36,4.6,PhoenixLabs,,"Role-Playing,Action RPG"
Dauntless,Dauntless,2019,0,2019,Role-Play,Tier 2,13,80,119,3.9,PhoenixLabs,,"Role-Playing,Action RPG"
Dauntless,Dauntless,2019,0,2019,Role-Play,Tier 3,15,78,215,5.3,PhoenixLabs,,"Role-Playing,Action RPG"
Dave Mirra Freestyle BMX,Dave Mirra,2000,0,2000,Sports,Tier 3,13,73,10,7.7,"Z-Axis,Ltd.",,"Sports,Alternative,Individual,Biking,Biking"
Dawn of Discovery,Dawn of Discovery,2009,0,2009,Strategy,Tier 2,32,82,150,8.8,"BlueByte,RelatedDesigns",0.38,"Strategy,Real-Time,Historic,General,Historic"
Dawn of Discovery: Venice,Dawn of Discovery,2010,1,2009,Simulation,Tier 3,16,78,25,7.9,RelatedDesigns,,"Simulation,General,General"
Day of Defeat,Day of Defeat,2003,0,2003,Action,Tier 3,22,79,800,9.1,ValveSoftware,,"Action,Shooter,Shooter,First-Person,Historic,Tactical,Historic"
Day of Defeat: Source,Day of Defeat,2005,2,2003,Action,Tier 2,22,80,1901,9.0,ValveSoftware,,"Action,Shooter,Shooter,First-Person,Historic,Tactical,Historic,Arcade"
Day of Infamy,Day of Infamy,2016,0,2016,Action,Tier 3,10,77,48,8.2,NewWorldInteractive,,"Action,Shooter,First-Person,Tactical"
Day of the Tentacle Remastered,Day of the Tentacle Remastered,2016,0,2016,Adventure,Tier 2,37,86,154,7.9,DoubleFineProductions,,"Adventure,Point-and-Click"
Day of the Tentacle Remastered,Day of the Tentacle Remastered,2016,0,2016,Adventure,Tier 2,18,84,137,7.3,DoubleFineProductions,,"Adventure,Point-and-Click"
Dead Cells,Dead Cells,2018,0,2018,Action,Tier 1,18,91,114,8.0,MotionTwin,0.56,"Action,Platformer,2D"
Dead Cells,Dead Cells,2018,0,2018,Action,Tier 2,36,89,316,8.4,MotionTwin,,"Action,Platformer,2D"
Dead Cells,Dead Cells,2018,0,2018,Action,Tier 2,34,89,404,8.0,MotionTwin,0.53,"Action,Platformer,2D"
Dead Cells,Dead Cells,2018,0,2018,Action,Tier 2,31,87,209,7.7,MotionTwin,,"Action,Platformer,2D"
Dead Island,Dead Island,2011,0,2011,Action Adventure,Tier 2,24,80,1543,6.9,Techland,0.22,"Action Adventure,Horror,Horror,Survival"
Dead Island,Dead Island,2011,0,2011,Action Adventure,Tier 3,41,71,439,6.6,Techland,2.27,"Action Adventure,Horror,Horror,Survival"
Dead Island: Definitive Collection,Dead Island,2016,5,2011,General,Tier 3,8,70,48,5.6,Techland,,"Miscellaneous,Compilation"
Dead Island: Definitive Collection,Dead Island,2016,5,2011,General,Tier 4,10,67,38,5.0,Techland,0.05,"Miscellaneous,Compilation"
Dead Nation,Dead Nation,2010,0,2010,Action,Tier 3,49,77,257,7.0,Housemarque,,"Action,Action Adventure,Shooter,Horror,Shooter,Third-Person,Shoot-''Em-Up,Modern,Modern,Top-Down"
Dead Nation: Apocalypse Edition,Dead Nation,2014,4,2010,Action,Tier 3,29,74,405,7.1,SonyInteractiveEntertainment,,"Action,Shooter,Third-Person,Shoot-''Em-Up,Modern,Top-Down"
Dead Nation: Road of Devastation,Dead Nation,2011,1,2010,Action,Tier 3,10,75,16,6.6,Housemarque,,"Action,Shooter,Shooter,Third-Person,Shoot-''Em-Up,Modern,Modern,Top-Down"
Dead Rising 2,Dead Rising ,2010,0,2010,Action Adventure,Tier 3,17,78,246,6.5,BlueCastleGames,0.14,"Action Adventure,Horror,Horror,Open-World"
Dead Rising 2,Dead Rising ,2010,0,2010,Action Adventure,Tier 2,54,80,194,6.7,BlueCastleGames,1.36,"Action Adventure,Horror,Horror,Open-World"
Dead Rising 2: Off the Record,Dead Rising ,2011,1,2010,Action Adventure,Tier 3,31,72,40,7.0,CapcomVancouver,0.32,"Action Adventure,Horror,Horror,Open-World"
Dead Rising 2: Off the Record,Dead Rising ,2011,1,2010,Action Adventure,Tier 4,10,66,61,5.7,CapcomVancouver,0.06,"Action Adventure,Horror,Horror,Open-World"
Dead Rising 3,Dead Rising ,2013,3,2010,General,Tier 3,69,78,962,6.9,CapcomVancouver,1.57,"General,Action,Action Adventure,General,Open-World"
Dead Rising 3: Apocalypse Edition,Dead Rising ,2014,4,2010,Action,Tier 3,44,70,359,5.6,CapcomVancouver,,"Action,Action Adventure,General,Open-World"
Dead Rising 4,Dead Rising ,2016,6,2010,Action Adventure,Tier 3,14,74,113,4.0,"Capcom,CapcomVancouver",,"Action Adventure,Open-World"
Dead Rising 4,Dead Rising ,2016,6,2010,Action Adventure,Tier 3,86,72,369,4.8,"Capcom,CapcomVancouver",,"Action Adventure,Open-World"
Dead Rising 4: Frank's Big Package,Dead Rising ,2017,7,2010,Action Adventure,Tier 3,40,72,61,5.9,CapcomVancouver,,"Action Adventure,Open-World"
Dead Rising Triple Pack,Dead Rising ,2016,6,2010,Action Adventure,Tier 3,20,71,6,6.7,Capcom,,Action Adventure
Dead Space,Dead Space,2008,0,2008,Action,Tier 2,67,88,709,8.8,EARedwoodShores,2.0,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Dead Space,Dead Space,2008,0,2008,Action,Tier 2,28,86,1525,8.1,EARedwoodShores,0.59,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Dead Space 2,Dead Space,2011,3,2008,Action,Tier 2,78,89,632,8.6,VisceralGames,1.42,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Dead Space 2,Dead Space,2011,3,2008,Action,Tier 2,28,87,1270,8.4,VisceralGames,0.32,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Dead Space 2: Severed,Dead Space,2011,3,2008,Action,Tier 4,13,65,29,6.5,VisceralGames,,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Dead Space 3,Dead Space,2013,5,2008,Action,Tier 3,16,78,1284,6.1,VisceralGames,0.19,"Action,Action Adventure,Shooter,Shooter,Linear,Third-Person,Sci-Fi,Sci-Fi"
Dead Space 3,Dead Space,2013,5,2008,Action,Tier 3,37,76,580,6.4,VisceralGames,0.96,"Action,Action Adventure,Shooter,Shooter,Linear,Third-Person,Sci-Fi,Sci-Fi"
Dead Space: Extraction,Dead Space,2011,3,2008,Action,Tier 3,9,79,61,6.8,VisceralGames,,"Action,Action Adventure,Horror,Horror,Shooter,Light Gun"
Dead or Alive 5,Dead or Alive,2012,0,2012,Action,Tier 3,34,74,120,7.7,TeamNinja,0.64,"Action,Fighting,Fighting,3D,3D"
Dead or Alive 5 Last Round,Dead or Alive,2015,3,2012,Action,Tier 3,39,74,221,7.3,TeamNinja,,"Action,Fighting,3D"
Dead or Alive 5 Last Round,Dead or Alive,2015,3,2012,Action,Tier 4,16,69,45,6.9,TeamNinja,0.34,"Action,Fighting,3D"
Dead or Alive 5 Last Round,Dead or Alive,2015,3,2012,Action,Tier 4,7,69,97,5.5,TeamNinja,0.09,"Action,Fighting,3D"
Dead or Alive 5 Ultimate,Dead or Alive,2013,1,2012,Action,Tier 3,25,77,71,8.1,TeamNinja,,"Action,Fighting,Fighting,3D,3D"
Dead or Alive 6,Dead or Alive,2019,7,2012,Action,Tier 3,13,76,77,5.4,"TeamNinja,KoeiTecmoGames",0.05,"Action,Fighting,3D"
Dead or Alive 6,Dead or Alive,2019,7,2012,Action,Tier 3,8,73,147,4.8,"TeamNinja,KoeiTecmoGames",,"Action,Fighting,3D"
Dead or Alive 6,Dead or Alive,2019,7,2012,Action,Tier 3,71,72,315,5.3,"TeamNinja,KoeiTecmoGames",,"Action,Fighting,3D"
DeadCore,DeadCore,2013,0,2013,Action,Tier 3,11,78,43,6.7,5-BitsGames,,"Action,Shooter,First-Person,Sci-Fi,Arcade"
Deadlight,Deadlight,2012,0,2012,Action,Tier 3,7,78,573,7.4,TequilaWorks,0.45,"Action,General,Platformer,Platformer,2D,2D"
Deadly Dozen: Pacific Theater,Deadly Dozen,2002,0,2002,Action,Tier 3,8,79,8,7.0,Nfusion,0.29,"Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic"
Dear Esther,Dear Esther,2012,0,2012,Adventure,Tier 3,37,75,716,6.5,TheChineseRoom,,"Adventure,3D,First-Person,Fantasy,Fantasy"
Death Come True,Death Come True,2020,0,2020,Adventure,Tier 3,8,75,12,4.3,"IzanagiGames,TooKyoGames",,"Adventure,General"
Death Road to Canada,Death Road to Canada,2018,0,2018,Action,Tier 3,14,79,33,7.8,RocketcatGames,,"Action,General"
Death Road to Canada,Death Road to Canada,2018,0,2018,Action,Tier 3,14,78,8,5.9,RocketcatGames,,"Action,General"
Death Squared,Death Squared,2017,0,2017,General,Tier 3,24,78,32,7.7,SMGStudio,,"General,Puzzle,Action"
Death Stranding,Death Stranding,2019,0,2019,Action,Tier 2,111,82,16949,7.3,KojimaProductions,0.12,"Action,General"
Death Stranding,Death Stranding,2020,1,2019,Action,Tier 2,54,86,3031,3.4,KojimaProductions,0.27,"Action,General"
Death Track Racing,Death Track Racing,2000,0,2000,Racing,Tier 3,7,73,5,6.6,AttentionToDetail,,"Driving,Racing,Arcade,Futuristic,Futuristic"
DeathSpank,DeathSpank,2010,0,2010,Role-Play,Tier 3,47,79,120,8.3,HotheadGames,,"Role-Playing,Action RPG,Action RPG"
DeathSpank,DeathSpank,2010,0,2010,Action,Tier 3,11,77,81,7.6,HotheadGames,,"Action,Role-Playing,General,Action RPG"
DeathSpank: Thongs of Virtue,DeathSpank,2010,0,2010,Role-Play,Tier 3,23,78,20,8.0,HotheadGames,,"Role-Playing,Action RPG,Action RPG"
DeathSpank: Thongs of Virtue,DeathSpank,2010,0,2010,Role-Play,Tier 3,9,78,27,7.5,HotheadGames,,"Role-Playing,Action RPG,Action RPG"
Deathsmiles,Deathsmiles,2016,0,2016,Action,Tier 3,10,78,9,7.2,Cave,,"Action,Shooter,Shoot-''Em-Up,Horizontal"
Deathtrap,Deathtrap,2015,0,2015,Strategy,Tier 3,26,77,74,7.6,NeocoreGames,,"Strategy,General"
Deemo Reborn,Deemo Reborn,2019,0,2019,Action,Tier 3,9,75,31,7.6,RayarkInc.,,"Action,Rhythm,Music"
Deep Rock Galactic,Deep Rock Galactic,2020,0,2020,Action,Tier 2,20,85,131,8.0,GhostShipGames,0.58,"Action,Shooter,First-Person,Arcade"
Def Jam Rapstar,Def Jam Rapstar,2010,0,2010,Action,Tier 3,25,75,5,6.6,"TerminalReality,4mmGames",0.32,"Action,Miscellaneous,Rhythm,Music,Music"
Defector,Defector,2019,0,2019,Action Adventure,Tier 3,13,75,6,3.2,TwistedPixelGames,,"Action Adventure,Linear"
Defense Grid: The Awakening,Defense Grid,2008,0,2008,Strategy,Tier 2,11,81,275,8.7,HiddenPathEntertainment,,"Strategy,Real-Time,General,General,Defense"
Deliver Us The Moon,Deliver Us The Moon,2020,0,2020,Adventure,Tier 3,8,76,45,7.1,KeokeNInteractive,0.02,"Adventure,General"
Deliver Us The Moon,Deliver Us The Moon,2020,0,2020,Adventure,Tier 3,21,77,34,6.6,KeokeNInteractive,,"Adventure,General"
Delta Force: Black Hawk Down,Delta Force,2003,3,2000,Action,Tier 3,26,77,94,7.7,NovaLogic,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Delta Force: Black Hawk Down - Team Sabre,Delta Force,2004,4,2000,Action,Tier 3,17,70,31,7.3,RitualEntertainment,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Delta Force: Land Warrior,Delta Force,2000,0,2000,Action,Tier 3,22,74,52,7.7,NovaLogic,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Delta Force: Xtreme,Delta Force,2005,5,2000,Action,Tier 4,9,65,24,5.6,NovaLogic,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Demigod,Demigod,2009,0,2009,Strategy,Tier 3,50,76,196,7.7,GasPoweredGames,0.02,"Strategy,Real-Time,Fantasy,MOBA,MOBA"
Demon's Souls,Demon's Souls,2009,0,2009,Role-Play,Tier 2,81,89,1692,8.9,FromSoftware,1.82,"Role-Playing,Action RPG,Action RPG"
Deponia Doomsday,Deponia Doomsday,2016,0,2016,Adventure,Tier 3,29,76,103,7.1,DaedalicEntertainment,,"Adventure,Point-and-Click"
Deru - The Art of Cooperation,Deru - The Art of Cooperation,2018,0,2018,Puzzle,Tier 3,7,79,6,8.0,InkKit,,"Puzzle,General"
Descenders,Descenders,2019,0,2019,Racing,Tier 3,7,78,24,6.8,RageSquid,,"Racing,Arcade,Automobile"
Descenders,Descenders,2020,1,2019,Racing,Tier 3,15,75,8,4.5,RageSquid,,"Racing,Arcade,Automobile"
Descent 3,Descent,2000,0,2000,Action,Tier 2,14,89,47,7.7,OutrageGames,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Desktop Dungeons,Desktop Dungeons,2010,0,2010,General,Tier 2,12,82,67,7.6,QCFDesign,,"General,Role-Playing,General,Roguelike"
Desperados 2: Cooper's Revenge,Desperados,2006,5,2001,Strategy,Tier 4,13,66,34,6.6,Spellbound,,"Strategy,Real-Time,Historic,General,Historic"
Desperados III,Desperados,2020,19,2001,Strategy,Tier 2,59,86,552,8.2,MimimiProductions,,"Strategy,Real-Time,Tactics"
Desperados III,Desperados,2020,19,2001,Strategy,Tier 2,13,85,40,7.5,MimimiProductions,,"Strategy,Real-Time,Tactics"
Desperados III,Desperados,2020,19,2001,Strategy,Tier 2,24,82,152,7.6,MimimiProductions,,"Strategy,Real-Time,Tactics"
Desperados: Wanted Dead or Alive,Desperados,2001,0,2001,Strategy,Tier 3,12,78,157,8.9,Spellbound,,"Strategy,General,General"
Destiny,Destiny,2014,0,2014,Action,Tier 3,95,76,5540,6.1,"BungieSoftware,Bungie",5.64,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade"
Destiny,Destiny,2014,0,2014,Action,Tier 3,11,75,1767,5.5,"BungieSoftware,Bungie",3.37,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade"
Destiny 2,Destiny,2017,3,2014,Action,Tier 2,22,87,608,4.4,Bungie,,"Action,Shooter,First-Person,Arcade"
Destiny 2,Destiny,2017,3,2014,Action,Tier 2,95,85,2378,5.0,Bungie,,"Action,Shooter,First-Person,Arcade"
Destiny 2,Destiny,2017,3,2014,Action,Tier 2,36,83,1466,4.2,"BungieSoftware,Bungie",,"Action,Shooter,First-Person,Arcade"
Destiny 2: Forsaken,Destiny,2018,4,2014,Action,Tier 2,16,86,102,5.4,"BungieSoftware,Bungie",0.24,"Action,Shooter,First-Person,Arcade"
Destiny 2: Forsaken,Destiny,2018,4,2014,Action,Tier 2,17,84,214,6.0,"BungieSoftware,Bungie",0.12,"Action,Shooter,First-Person,Arcade"
Destiny 2: Forsaken,Destiny,2018,4,2014,Action,Tier 2,41,82,290,6.4,"BungieSoftware,Bungie",,"Action,Shooter,First-Person,Arcade"
Destiny 2: Shadowkeep,Destiny,2019,5,2014,Action,Tier 3,18,78,227,5.6,Bungie,0.37,"Action,Shooter,First-Person,Arcade"
Destiny 2: Shadowkeep,Destiny,2019,5,2014,Action,Tier 3,10,73,41,6.9,Bungie,1.93,"Action,Shooter,First-Person,Arcade"
Destiny 2: Shadowkeep,Destiny,2019,5,2014,Action,Tier 3,27,73,89,5.6,Bungie,1.19,"Action,Shooter,First-Person,Arcade"
Destiny: House of Wolves,Destiny,2015,1,2014,Action,Tier 3,31,72,237,4.2,Bungie,,"Action,Shooter,First-Person,Arcade"
Destiny: Rise of Iron,Destiny,2016,2,2014,Action,Tier 3,16,73,77,3.5,Bungie,,"Action,Shooter,First-Person,Arcade"
Destiny: Rise of Iron,Destiny,2016,2,2014,Action,Tier 3,66,72,288,4.8,Bungie,,"Action,Shooter,First-Person,Arcade"
Destiny: The Taken King,Destiny,2015,1,2014,Action,Tier 2,81,86,1098,6.2,Bungie,,"Action,Shooter,First-Person,Arcade"
Destiny: The Taken King,Destiny,2015,1,2014,Action,Tier 2,11,89,419,5.3,"BungieSoftware,Bungie",,"Action,Shooter,First-Person,Arcade"
Detention,Detention,2017,0,2017,Adventure,Tier 2,18,83,90,7.8,RedCandleGames,,"Adventure,General"
Detention,Detention,2017,0,2017,Adventure,Tier 2,12,83,28,7.4,RedCandleGames,,"Adventure,General"
Detention,Detention,2018,1,2017,Adventure,Tier 3,12,79,32,8.4,RedCandleGames,,"Adventure,General"
Detroit: Become Human,Detroit: Become Human,2018,0,2018,Action Adventure,Tier 3,104,78,4642,8.7,QuanticDream,,"Action Adventure,Open-World,Adventure,3D,Third-Person"
Detroit: Become Human,Detroit: Become Human,2019,1,2018,Adventure,Tier 2,13,80,495,7.4,QuanticDream,,"Adventure,3D,Third-Person"
Deus Ex,Deus Ex,2000,0,2000,Action Adventure,Tier 1,28,90,1350,9.2,IonStorm,0.84,"Action Adventure,Sci-Fi,Sci-Fi,General"
Deus Ex: Human Revolution,Deus Ex,2011,11,2000,Action,Tier 2,50,89,751,8.3,EidosMontreal,1.37,"Action,Action Adventure,Shooter,Sci-Fi,Sci-Fi,General,First-Person,Sci-Fi"
Deus Ex: Human Revolution,Deus Ex,2011,11,2000,Action,Tier 1,52,90,3582,8.5,NixxesSoftware,0.58,"Action,Action Adventure,Shooter,Sci-Fi,Sci-Fi,General,First-Person,Sci-Fi"
Deus Ex: Human Revolution - The Missing Link,Deus Ex,2011,11,2000,Action Adventure,Tier 3,10,78,23,7.3,EidosMontreal,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Deus Ex: Human Revolution - The Missing Link,Deus Ex,2011,11,2000,Action Adventure,Tier 3,14,73,224,7.3,EidosMontreal,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Deus Ex: Invisible War,Deus Ex,2003,3,2000,Action Adventure,Tier 2,44,80,311,6.4,IonStorm,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Deus Ex: Mankind Divided,Deus Ex,2016,16,2000,Action Adventure,Tier 2,59,84,952,7.6,EidosMontreal,0.38,"Action Adventure,General"
Deus Ex: Mankind Divided,Deus Ex,2016,16,2000,Action Adventure,Tier 2,18,83,251,7.5,EidosMontreal,0.17,"Action Adventure,General"
Deus Ex: Mankind Divided,Deus Ex,2016,16,2000,Action Adventure,Tier 2,56,83,1186,6.7,"EidosMontreal,NixxesSoftware",0.03,"Action Adventure,General"
Deus Ex: Mankind Divided - A Criminal Past,Deus Ex,2017,17,2000,Action Adventure,Tier 2,7,81,34,6.8,EidosMontreal,,"Action Adventure,General"
Deus Ex: Mankind Divided - System Rift,Deus Ex,2016,16,2000,Action Adventure,Tier 3,11,75,17,6.4,EidosMontreal,,"Action Adventure,General"
Devil Daggers,Devil Daggers,2016,0,2016,Action,Tier 2,20,83,67,7.2,Sorath,,"Action,Shooter,First-Person,Arcade"
Devil May Cry,Devil May Cry,2019,13,2006,Action Adventure,Tier 3,11,74,70,8.3,Capcom,,"Action Adventure,Linear"
Devil May Cry 3: Special Edition,Devil May Cry,2020,14,2006,Action Adventure,Tier 2,34,82,74,8.0,Capcom,,"Action Adventure,Linear"
Devil May Cry 3: Special Edition,Devil May Cry,2006,0,2006,Action,Tier 4,8,66,316,8.6,Sourcenext,,"Action,Action Adventure,Fantasy,Beat-''Em-Up,Fantasy,Linear"
Devil May Cry 4,Devil May Cry,2008,2,2006,Action,Tier 2,63,84,486,8.5,Capcom,1.57,"Action,Action Adventure,Fantasy,Beat-''Em-Up,General,Fantasy,Linear"
Devil May Cry 4,Devil May Cry,2008,2,2006,Action,Tier 3,21,78,535,8.5,Capcom,0.12,"Action,Action Adventure,Fantasy,Beat-''Em-Up,General,Fantasy,Linear"
Devil May Cry 4: Special Edition,Devil May Cry,2015,9,2006,Fantasy,Tier 3,31,76,168,8.9,Capcom,0.15,"Fantasy,Action Adventure,General,Linear"
Devil May Cry 4: Special Edition,Devil May Cry,2015,9,2006,Fantasy,Tier 3,28,75,390,8.4,Capcom,,"Fantasy,Action Adventure,General,Linear"
Devil May Cry 4: Special Edition,Devil May Cry,2015,9,2006,Action Adventure,Tier 3,11,72,231,8.8,Capcom,,"Action Adventure,General,Linear"
Devil May Cry 5,Devil May Cry,2019,13,2006,Action Adventure,Tier 2,21,89,1254,8.6,Capcom,,"Action Adventure,General"
Devil May Cry 5,Devil May Cry,2019,13,2006,Action Adventure,Tier 2,42,88,1546,8.4,Capcom,,"Action Adventure,General"
Devil May Cry 5,Devil May Cry,2019,13,2006,Action Adventure,Tier 2,64,87,987,7.6,Capcom,,"Action Adventure,General"
Devil May Cry HD Collection,Devil May Cry,2012,6,2006,General,Tier 3,27,74,246,8.9,"Capcom,PipeworksSoftware,Inc.",0.82,"Miscellaneous,Action Adventure,Fantasy,Compilation"
Devil May Cry HD Collection,Devil May Cry,2018,12,2006,General,Tier 3,9,71,83,8.8,"PipeworksSoftware,Inc.,NeoBardsEntertainment",,"Miscellaneous,Compilation"
Devotion,Devotion,2019,0,2019,Action Adventure,Tier 2,13,85,128,7.5,RedCandleGames,,"Action Adventure,Survival"
Dex,Dex,2016,0,2016,Role-Play,Tier 4,10,67,19,7.1,"DreadlocksLtd,Dreadlocks",,"Role-Playing,Action RPG"
Dex,Dex,2020,4,2016,Role-Play,Tier 3,9,72,9,8.1,QubicGames,,"Role-Playing,Action RPG"
DiRT,DiRT,2007,0,2007,Racing,Tier 2,20,84,110,7.3,Codemasters,0.02,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile"
DiRT,DiRT,2007,0,2007,Racing,Tier 2,32,83,38,8.0,Codemasters,1.05,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile"
DiRT 2,DiRT,2009,2,2007,Racing,Tier 2,63,87,105,8.2,Codemasters,0.99,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile"
DiRT 2,DiRT,2009,2,2007,Racing,Tier 2,22,89,409,8.2,Codemasters,0.05,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile"
DiRT 3,DiRT,2011,4,2007,Racing,Tier 2,23,86,508,7.0,Codemasters,0.15,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile"
DiRT 3,DiRT,2011,4,2007,Racing,Tier 2,52,87,130,7.2,Codemasters,1.06,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile"
DiRT 4,DiRT,2017,10,2007,Racing,Tier 2,44,85,166,7.4,Codemasters,,"Racing,Simulation,Automobile"
DiRT 4,DiRT,2017,10,2007,Racing,Tier 3,15,78,122,6.2,Codemasters,,"Racing,Simulation,Automobile"
DiRT 4,DiRT,2017,10,2007,Racing,Tier 2,21,86,62,6.7,"Codemasters,DeepSilver",,"Racing,Simulation,Automobile"
DIRT 5,DiRT,2020,13,2007,Racing,Tier 2,26,81,39,5.2,Codemasters,,"Racing,Simulation,Automobile"
DiRT Rally,DiRT,2015,8,2007,Racing,Tier 2,33,86,417,8.5,Codemasters,0.03,"Racing,Simulation,Automobile"
