Game Name,Franchise,Platform,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
Star Trek Bridge Commander,Star Trek,PC,2002,2,2000,Simulation,Tier 2,24,82,41,7.5,TotallyGames,,"Simulation,Sci-Fi,Space,Large Spaceship,Civilian"
Star Trek Online,Star Trek,PC,2010,10,2000,Role-Play,Tier 4,34,66,725,6.2,CrypticStudios,0.02,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi"
Star Trek Starfleet Command: Orion Pirates,Star Trek,PC,2001,1,2000,Strategy,Tier 3,9,78,9,7.6,Taldren,,"Strategy,Real-Time,General,Tactics"
Star Trek: Armada II,Star Trek,PC,2001,1,2000,Strategy,Tier 4,13,65,28,7.6,MadDocSoftware,,"Strategy,General,General"
Star Trek: Bridge Crew,Star Trek,PC,2017,17,2000,Action Adventure,Tier 3,12,78,25,7.6,"Ubisoft,RedStormEntertainment",,"Action Adventure,General"
Star Trek: Bridge Crew,Star Trek,PlayStation,2017,17,2000,Action Adventure,Tier 3,42,75,63,7.0,"Ubisoft,RedStormEntertainment",,"Action Adventure,General"
Star Trek: Deep Space Nine: The Fallen,Star Trek,PC,2000,0,2000,Action,Tier 2,23,81,19,7.7,DoubleHelixGames,,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Arcade"
Star Trek: Elite Force II,Star Trek,PC,2003,3,2000,Action,Tier 3,28,78,38,7.5,RitualEntertainment,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Star Trek: Klingon Academy,Star Trek,PC,2000,0,2000,Simulation,Tier 3,14,74,14,7.2,14DegreesEast,,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian"
Star Trek: Starfleet Command III,Star Trek,PC,2002,2,2000,Simulation,Tier 3,18,78,15,7.3,Taldren,,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian"
Star Trek: Voyager Elite Force,Star Trek,PC,2000,0,2000,Action,Tier 2,25,86,67,7.8,RavenSoftware,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Star Wars Battlefront,Star Wars,Xbox,2015,18,1997,General,Tier 3,40,75,1229,4.5,EADICE,,"General,General,Action,Shooter,First-Person,Tactical"
Star Wars Battlefront,Star Wars,PlayStation,2015,18,1997,General,Tier 3,59,73,2566,5.0,EADICE,,"General,General,Action,Shooter,First-Person,Tactical"
Star Wars Battlefront,Star Wars,PC,2015,18,1997,General,Tier 3,19,72,1666,3.5,EADICE,,"General,General,Action,Shooter,First-Person,Tactical"
Star Wars Battlefront II,Star Wars,PlayStation,2017,20,1997,Action,Tier 4,62,68,8525,1.5,EADICE,,"Action,Shooter,First-Person,Tactical"
Star Wars Battlefront II,Star Wars,Xbox,2017,20,1997,Action,Tier 4,34,66,1261,1.5,EADICE,,"Action,Shooter,First-Person,Tactical"
Star Wars Battlefront II,Star Wars,PC,2017,20,1997,Action,Tier 4,24,65,2988,1.5,EADICE,,"Action,Shooter,First-Person,Tactical"
Star Wars Battlefront: Outer Rim,Star Wars,PlayStation,2016,19,1997,Action,Tier 3,7,70,34,5.9,EADICE,,"Action,Shooter,First-Person,Tactical"
Star Wars Episode I: Racer,Star Wars,Switch,2020,23,1997,Racing,Tier 3,17,70,20,7.1,LucasArts,,"Racing,Arcade,Futuristic"
Star Wars Galactic Battlegrounds,Star Wars,PC,2001,4,1997,Strategy,Tier 3,21,75,84,7.9,LucasArts,,"Strategy,Real-Time,Sci-Fi,General"
Star Wars Galactic Battlegrounds: Clone Campaigns,Star Wars,PC,2002,5,1997,Strategy,Tier 3,19,71,33,7.7,LucasArts,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General"
Star Wars Galaxies: An Empire Divided,Star Wars,PC,2003,6,1997,Role-Play,Tier 3,33,71,104,5.8,SonyOnlineEntertainment,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi"
Star Wars Galaxies: Episode III Rage of the Wookiees,Star Wars,PC,2005,8,1997,Role-Play,Tier 3,10,70,20,4.2,SonyOnlineEntertainment,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi"
Star Wars Galaxies: Jump to Lightspeed,Star Wars,PC,2004,7,1997,Role-Play,Tier 3,16,77,24,6.5,SonyOnlineEntertainment,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi"
Star Wars Jedi Knight II: Jedi Outcast,Star Wars,PC,2002,5,1997,Action,Tier 2,35,89,453,8.7,RavenSoftware,,"Action,Action Adventure,Shooter,Shooter,Linear,First-Person,Sci-Fi,Sci-Fi,Arcade"
Star Wars Jedi Knight: Dark Forces II,Star Wars,PC,1997,0,1997,Action,Tier 1,10,91,199,8.6,LucasArts,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade"
Star Wars Jedi Knight: Jedi Academy,Star Wars,Switch,2020,23,1997,Action,Tier 4,15,68,8,5.1,Aspyr,,"Action,Shooter,First-Person,Arcade"
Star Wars Jedi Knight: Jedi Academy,Star Wars,PC,2003,6,1997,Action,Tier 2,34,81,436,8.6,RavenSoftware,0.03,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Star Wars Jedi: Fallen Order,Star Wars,Xbox,2019,22,1997,Action,Tier 2,33,81,648,8.2,RespawnEntertainment,,"Action,Action Adventure,General"
Star Wars Jedi: Fallen Order,Star Wars,PC,2019,22,1997,Action,Tier 2,32,81,1609,7.9,RespawnEntertainment,,"Action,Action Adventure,General"
Star Wars Jedi: Fallen Order,Star Wars,PlayStation,2019,22,1997,Action,Tier 3,70,79,2950,7.7,RespawnEntertainment,,"Action,Action Adventure,General"
Star Wars Pinball,Star Wars,Switch,2019,22,1997,Action,Tier 2,30,86,35,7.2,ZenStudios,,"Action,Pinball"
Star Wars Pinball: Heroes Within,Star Wars,PlayStation,2014,17,1997,Action,Tier 2,9,80,28,5.2,ZenStudios,,"Action,Miscellaneous,Parlor,Pinball"
Star Wars Pinball: The Force Awakens,Star Wars,PlayStation,2016,19,1997,Action,Tier 2,9,81,15,4.8,ZenStudios,,"Action,Pinball"
Star Wars: Battlefront (2004),Star Wars,PC,2004,7,1997,Action,Tier 3,34,76,160,8.4,PandemicStudios,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Star Wars: Battlefront II,Star Wars,PC,2005,8,1997,Action,Tier 3,24,78,2986,8.6,EADICE,0.17,"Action,Shooter,First-Person,Tactical"
Star Wars: Empire at War,Star Wars,PC,2006,9,1997,Strategy,Tier 3,45,79,288,8.3,Petroglyph,0.08,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General"
Star Wars: Empire at War: Forces of Corruption,Star Wars,PC,2006,9,1997,Strategy,Tier 3,25,75,94,8.6,Petroglyph,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General"
Star Wars: Knights of the Old Republic,Star Wars,PC,2003,6,1997,Role-Play,Tier 1,33,93,2007,9.0,BioWare,0.14,"Role-Playing,Third-Person,Third-Person,General"
Star Wars: Knights of the Old Republic II - The Sith Lords,Star Wars,PC,2005,8,1997,Role-Play,Tier 2,31,85,846,8.5,ObsidianEntertainment,,"Role-Playing,Third-Person,Third-Person,General"
Star Wars: Republic Commando,Star Wars,PC,2005,8,1997,Action,Tier 3,34,78,373,8.6,LucasArts,0.05,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Star Wars: Squadrons,Star Wars,PC,2020,23,1997,Simulation,Tier 2,45,80,300,5.6,MotiveStudios,,"Simulation,Space,Combat"
Star Wars: Squadrons,Star Wars,PlayStation,2020,23,1997,Simulation,Tier 3,47,79,220,5.8,MotiveStudios,,"Simulation,Space,Combat"
Star Wars: Squadrons,Star Wars,Xbox,2020,23,1997,Simulation,Tier 3,20,78,68,5.0,MotiveStudios,,"Simulation,Space,Combat"
Star Wars: Starfighter,Star Wars,PC,2002,5,1997,Simulation,Tier 3,16,71,18,6.6,LucasArts,,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat"
Star Wars: The Force Unleashed,Star Wars,PlayStation,2008,11,1997,Action,Tier 3,47,71,285,6.7,LucasArts,2.21,"Action,Action Adventure,General,General,Shooter,Linear,Third-Person,Arcade"
Star Wars: The Force Unleashed - Ultimate Sith Edition,Star Wars,PC,2009,12,1997,Action,Tier 4,17,65,233,6.2,LucasArts,,"Action,Miscellaneous,General,Compilation"
Star Wars: The Old Republic,Star Wars,PC,2011,14,1997,Sci-Fi,Tier 2,73,85,2773,6.0,"LucasArts,BioWare",2.96,"Sci-Fi,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi"
StarLancer,StarLancer,PC,2000,0,2000,Simulation,Tier 3,18,78,23,7.6,DigitalAnvil,,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat"
Starbound,Starbound,PC,2016,0,2016,Fantasy,Tier 2,21,81,437,7.2,Chucklefish,,"Fantasy,General,Fantasy,Action Adventure,Sandbox"
Starcraft,Starcraft,PC,1998,0,1998,Strategy,Tier 2,15,88,1105,9.1,BlizzardEntertainment,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,Command"
Starcraft II: Heart of the Swarm,Starcraft,PC,2013,15,1998,Strategy,Tier 2,68,86,1528,8.0,BlizzardEntertainment,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,Command"
Starcraft II: Legacy of the Void,Starcraft,PC,2015,17,1998,Sci-Fi,Tier 2,62,88,1059,8.4,BlizzardEntertainment,,"Sci-Fi,Sci-Fi,Strategy,Real-Time,General,Command"
StarCraft II: Nova Covert Ops - Mission Pack 1,Starcraft,PC,2016,18,1998,Strategy,Tier 3,14,73,66,7.3,BlizzardEntertainment,,"Strategy,Real-Time,Command"
Starcraft II: Wings of Liberty,Starcraft,PC,2010,12,1998,Strategy,Tier 1,82,93,3477,8.3,BlizzardEntertainment,,"Strategy,Real-Time,Sci-Fi,Command"
Starcraft Remastered,Starcraft,PC,2017,19,1998,Strategy,Tier 2,30,85,202,7.9,BlizzardEntertainment,,"Strategy,Real-Time,Command"
Stardew Valley,Stardew Valley,Switch,2017,1,2016,Role-Play,Tier 2,14,87,485,8.7,ConcernedApe,,"Role-Playing,General"
Stardew Valley,Stardew Valley,PC,2016,0,2016,General,Tier 2,30,89,1034,8.7,"EricBarone,ConcernedApe",,"General,Role-Playing,General"
Stardew Valley,Stardew Valley,PlayStation,2016,0,2016,Role-Play,Tier 2,11,86,214,7.9,"SickheadGames,LLC,EricBarone",,"Role-Playing,General"
Stardew Valley,Stardew Valley,Xbox,2016,0,2016,Role-Play,Tier 2,10,89,113,7.8,"SickheadGames,LLC,EricBarone",,"Role-Playing,General"
Starfleet Command Volume II: Empires at War,Starfleet Command,PC,2000,0,2000,Strategy,Tier 3,16,77,7,6.4,Taldren,,"Strategy,Real-Time,General,Tactics"
Starhawk,Starhawk,PlayStation,2012,0,2012,Action,Tier 3,71,77,198,7.8,LightBoxInteractive,0.29,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Starlink: Battle for Atlas,Starlink: Batt,Xbox,2018,0,2018,Simulation,Tier 3,14,78,36,6.6,UbisoftToronto,,"Simulation,Space,Combat"
Stars in Shadow,Stars in Shado,PC,2017,0,2017,Strategy,Tier 3,9,75,21,8.1,AshdarGames,,"Strategy,Turn-Based,General,4X"
Starseed Pilgrim,Starseed Pilgr,PC,2013,0,2013,Simulation,Tier 2,12,83,37,6.2,Droqen,,"Simulation,General,General"
Starship Troopers: Terran Ascendancy,Starship Troopers,PC,2000,0,2000,Action,Tier 4,19,68,54,7.7,BlueTongueEntertainment,,"Action,Strategy,Real-Time,Shooter,First-Person,Sci-Fi,Tactics,Sci-Fi"
Startopia,Startopia,PC,2001,0,2001,Strategy,Tier 2,14,86,70,8.6,MuckyFootProductions,,"Strategy,General,General,Management,Government"
Stasis,Stasis,PC,2015,0,2015,General,Tier 3,31,79,122,7.5,THEBROTHERHOOD,,"General,Miscellaneous,General"
State of Decay,State of Decay,PC,2013,0,2013,Action Adventure,Tier 3,9,79,604,6.9,UndeadLabs,,"Action Adventure,Horror,Horror,Survival"
Statik,Statik,PlayStation,2017,0,2017,Adventure,Tier 2,18,84,57,7.9,TarsierStudios,,"Adventure,3D,First-Person"
Stealth Bastard Deluxe,Stealth Bastar,PC,2012,0,2012,Action,Tier 2,10,80,70,7.7,CurveStudios,,"Action,Platformer,Platformer,2D,2D"
Stealth Inc 2: A Game of Clones,Stealth Inc 2:,Xbox,2015,0,2015,Action,Tier 2,7,82,10,6.9,CurveDigital,,"Action,Platformer,2D"
Stealth Inc 2: A Game of Clones,Stealth Inc 2:,PC,2015,0,2015,Action,Tier 3,9,77,10,6.1,CurveDigital,,"Action,Platformer,2D"
Stealth Inc: A Clone in the Dark,Stealth Inc: A,PlayStation,2013,0,2013,Action,Tier 2,17,80,37,7.8,CurveStudios,,"Action,Platformer,Platformer,2D,2D"
SteamWorld Dig,SteamWorld,PC,2013,0,2013,Action,Tier 3,12,76,124,7.3,Image&Form,,"Action,Action Adventure,Platformer,General,Platformer,2D,2D"
SteamWorld Dig,SteamWorld,PlayStation,2014,1,2013,Action,Tier 2,18,82,188,7.3,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Dig,SteamWorld,Xbox,2015,2,2013,Action,Tier 2,8,83,19,7.8,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Dig 2,SteamWorld,Switch,2017,4,2013,Action,Tier 2,38,88,320,8.6,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Dig 2,SteamWorld,PC,2017,4,2013,Action,Tier 2,14,85,59,8.3,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Dig: A Fistful of Dirt,SteamWorld,Switch,2018,5,2013,Action,Tier 3,11,75,69,7.7,Image&Form,,"Action,Action Adventure,General,Platformer,2D"
SteamWorld Heist,SteamWorld,PlayStation,2016,3,2013,Strategy,Tier 2,9,83,45,7.2,Image&Form,,"Strategy,Turn-Based,General"
SteamWorld Heist,SteamWorld,PC,2016,3,2013,Strategy,Tier 2,8,81,72,7.8,Image&Form,,"Strategy,Turn-Based,General"
SteamWorld Heist: Ultimate Edition,SteamWorld,Switch,2017,4,2013,Strategy,Tier 1,9,91,140,8.5,Image&Form,,"Strategy,Turn-Based,General"
SteamWorld Quest: Hand of Gilgamech,SteamWorld,Switch,2019,6,2013,Strategy,Tier 2,53,81,67,7.6,Image&Form,,"Strategy,Action Adventure,Turn-Based,General,Card Battle"
Steel Beasts,Steel Beasts,PC,2000,0,2000,Simulation,Tier 2,13,86,20,7.7,eSimGames,,"Simulation,Tank,Tank,Vehicle,Combat"
Steel Division: Normandy 44,Steel Division,PC,2017,0,2017,Strategy,Tier 2,24,83,62,7.6,EugenSystems,,"Strategy,Real-Time,General,Tactics"
Steel Soldiers,Steel Soldiers,PC,2001,0,2001,Strategy,Tier 3,9,70,4,8.8,TheBitmapBrothers,,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Steins;Gate,Steins,PC,2014,0,2014,Role-Play,Tier 2,9,87,294,8.9,M2,,"First-Person,Modern,Adventure,General,Visual Novel"
Steins;Gate,Steins,PlayStation,2015,1,2014,Adventure,Tier 2,8,83,74,8.6,Nitro+,0.06,"Adventure,General,Visual Novel"
Steins;Gate 0,Steins,PlayStation,2016,2,2014,Adventure,Tier 2,20,81,85,8.1,5pb,0.05,"Adventure,Visual Novel"
Steins;Gate Elite,Steins,PlayStation,2019,5,2014,Action,Tier 2,22,86,55,7.3,"5pb,Mages.",,"Action,Adventure,General,Visual Novel"
Steins;Gate Elite,Steins,Switch,2019,5,2014,Action,Tier 2,9,85,59,7.7,"5pb,Mages.",,"Action,Adventure,General,Visual Novel"
Stellaris,Stellaris,PC,2016,0,2016,Strategy,Tier 3,57,78,828,8.0,ParadoxDevelopmentStudio,0.04,"Strategy,Real-Time,General"
Stellaris: Console Edition,Stellaris: Con,Xbox,2019,0,2019,Strategy,Tier 2,8,81,21,7.1,ParadoxDevelopmentStudio,,"Strategy,Real-Time,General"
Stellaris: Console Edition,Stellaris: Con,PlayStation,2019,0,2019,Strategy,Tier 3,21,77,42,6.9,ParadoxDevelopmentStudio,,"Strategy,Real-Time,General"
Stellaris: Utopia,Stellaris: Uto,PC,2017,0,2017,Strategy,Tier 2,10,82,34,7.9,ParadoxDevelopmentStudio,,"Strategy,Real-Time,General"
Stephen's Sausage Roll,Stephen's Sausage Roll,PC,2016,0,2016,Puzzle,Tier 1,9,90,93,5.4,increpare,,"Puzzle,Action,General"
Steredenn,Steredenn,Xbox,2016,0,2016,Action,Tier 3,7,79,10,6.2,PixelnestStudio,,"Action,Shooter,Shoot-''Em-Up,Horizontal"
Steredenn: Binary Stars,Steredenn,Switch,2018,2,2016,Action,Tier 3,12,79,21,8.1,PlugInDigital,,"Action,Shooter,Shoot-''Em-Up,Horizontal"
Stick it to the Man!,Stick it to the Man!,PlayStation,2013,0,2013,Action,Tier 3,17,79,63,7.6,Zoink!,,"Action,Platformer,Platformer,3D,3D"
Stick it to the Man!,Stick it to the Man!,PC,2013,0,2013,Action,Tier 3,7,79,70,7.3,Zoink!,,"Action,Platformer,3D"
Stick it to the Man!,Stick it to the Man!,PlayStation,2014,1,2013,Action,Tier 3,12,75,240,6.8,Zoink!,,"Action,Platformer,3D"
Stikbold! A Dodgeball Adventure,Stikbold! A Do,PlayStation,2016,0,2016,Action,Tier 3,15,75,21,7.0,ReignBros,,"Action,Arcade"
Still Life,Still Life,PC,2005,0,2005,Adventure,Tier 3,27,75,111,7.6,Microids,,"Adventure,Third-Person,Point-and-Click,Modern,Modern"
Still There,Still There,PC,2019,0,2019,Adventure,Tier 3,9,77,10,7.5,GhostSharkGames,,"Adventure,General"
Stories Untold,Stories Untold,PC,2017,0,2017,Adventure,Tier 2,21,81,77,7.0,NoCode,,"Adventure,Text"
Stories Untold,Stories Untold,Switch,2020,3,2017,Adventure,Tier 3,11,79,8,8.5,NoCode,,"Adventure,Text"
Stormland,Stormland,PC,2019,0,2019,Action Adventure,Tier 2,17,81,29,7.5,InsomniacGames,,"Action Adventure,General,Open-World"
Story of Seasons: Friends of Mineral Town,Story of Seasons,Switch,2020,0,2020,Strategy,Tier 3,48,77,49,8.1,MarvelousInc.,,"Strategy,Management,Business / Tycoon"
Strange Brigade,Strange Brigade,Xbox,2018,0,2018,Action,Tier 3,24,75,22,6.3,Rebellion,,"Action,Shooter,Third-Person,Arcade"
Stranglehold,Stranglehold,PC,2007,0,2007,Action,Tier 3,15,77,98,7.3,Midway,,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
Stranglehold,Stranglehold,PlayStation,2007,0,2007,Action,Tier 3,22,77,57,7.7,Midway,0.3,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
Strategic Command: European Theater,Strategic Command,PC,2002,0,2002,Strategy,Tier 3,8,70,9,7.7,FurySoftware,,"Strategy,Turn-Based,Wargame,Turn-Based,General"
Street Fighter III: Third Strike Online Edition,Street Fighter,PlayStation,2011,2,2009,Action,Tier 2,27,86,75,7.2,IronGalaxyStudios,,"Action,Fighting,Fighting,2D,2D"
Street Fighter IV,Street Fighter,PlayStation,2009,0,2009,Action,Tier 1,61,94,391,7.4,Capcom,4.16,"Action,Fighting,Fighting,3D,2D,3D"
Street Fighter IV,Street Fighter,PC,2009,0,2009,Action,Tier 1,23,91,414,7.8,Capcom,0.13,"Action,Fighting,Fighting,3D,2D,3D"
Street Fighter V,Street Fighter,PlayStation,2016,7,2009,Action,Tier 3,80,77,1390,3.6,Capcom,0.9,"Action,Fighting,2D"
Street Fighter V,Street Fighter,PC,2016,7,2009,Action,Tier 3,33,74,509,3.1,Capcom,0.06,"Action,Fighting,2D"
Street Fighter V: Arcade Edition,Street Fighter,PlayStation,2018,9,2009,Action,Tier 2,36,87,343,6.5,Capcom,,"Action,Fighting,2D"
Street Fighter V: Champion Edition,Street Fighter,PlayStation,2020,11,2009,Action,Tier 2,29,82,109,6.2,Capcom,,"Action,Fighting,2D"
Street Fighter X Mega Man,Street Fighter,PC,2012,3,2009,Action,Tier 3,11,71,94,8.6,Capcom,,"Action,Platformer,Platformer,2D,2D"
Street Fighter X Tekken,Street Fighter,PlayStation,2012,3,2009,Action,Tier 2,51,84,206,5.5,Capcom,0.83,"Action,Fighting,Fighting,3D,2D,3D"
Street Fighter X Tekken,Street Fighter,PC,2012,3,2009,Action,Tier 3,8,79,148,6.3,"Capcom,QLOC",0.02,"Action,Fighting,Fighting,3D,2D,3D"
Street Fighter: 30th Anniversary Collection,Street Fighter,PlayStation,2018,9,2009,General,Tier 2,26,83,68,7.1,"Capcom,DigitalEclipse",,"Miscellaneous,Compilation"
Street Fighter: 30th Anniversary Collection,Street Fighter,Switch,2018,9,2009,General,Tier 2,39,81,85,7.7,"Capcom,DigitalEclipse",,"Miscellaneous,Compilation"
Street Fighter: 30th Anniversary Collection,Street Fighter,Xbox,2018,9,2009,General,Tier 2,11,80,29,7.6,"Capcom,DigitalEclipse",,"Miscellaneous,Compilation"
Ultra Street Fighter IV,Street Fighter,PlayStation,2014,5,2009,Action,Tier 2,28,83,98,7.6,Capcom,,"Fighting,3D,Action,Fighting,2D,3D"
Streets of Rage 4,Streets of Rage ,Xbox,2020,0,2020,Action,Tier 2,9,82,143,7.8,"BlitWorks,Lizardcube",,"Action,Beat-''Em-Up,2D"
Streets of Rage 4,Streets of Rage ,Switch,2020,0,2020,General,Tier 2,15,86,133,8.4,"DotEmu,SeavenStudio,GuardCrushGames,Lizardcube",,"General,Action,Beat-''Em-Up,2D"
Streets of Rage 4,Streets of Rage ,PC,2020,0,2020,Action,Tier 2,50,84,285,7.9,Lizardcube,,"Action,Beat-''Em-Up,2D"
Streets of Rage 4,Streets of Rage ,PlayStation,2020,0,2020,Action,Tier 2,45,82,298,8.0,"SeavenStudio,GuardCrushGames,Lizardcube",,"Action,Beat-''Em-Up,2D"
Strider,Strider,PlayStation,2014,0,2014,Fantasy,Tier 3,38,77,262,7.1,DoubleHelixGames,,"Fantasy,Action Adventure,General,Fantasy"
Strider,Strider,PC,2014,0,2014,Action Adventure,Tier 3,10,78,110,7.5,DoubleHelixGames,,"Action Adventure,Fantasy,General,Fantasy"
Strider,Strider,Xbox,2014,0,2014,Fantasy,Tier 3,26,76,96,7.0,DoubleHelixGames,,"Fantasy,Action Adventure,General,Fantasy"
Strike Fighters: Project 1,Strike Fighters,PC,2002,0,2002,Simulation,Tier 4,8,65,8,7.6,ThirdWire,,"Simulation,Flight,Old Jet,Combat"
Strike Vector EX,Strike Vector ,PlayStation,2016,0,2016,Action,Tier 3,12,75,20,7.0,"StrikeVectorTeam,RagequitCorporation",,"Action,General,Shooter,First-Person,Arcade"
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,Strong Bad's Cool Game for Attractive People ,PC,2008,0,2008,General,Tier 2,22,81,15,7.2,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Strong Bad's Cool Game for Attractive People ,PC,2008,0,2008,General,Tier 3,18,79,10,6.6,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,Strong Bad's Cool Game for Attractive People ,PC,2008,0,2008,General,Tier 2,18,81,13,7.8,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,Strong Bad's Cool Game for Attractive People ,PC,2008,0,2008,General,Tier 2,18,82,27,7.3,TelltaleGames,,"Miscellaneous,Adventure,General,Compilation"
Stronghold,Stronghold,PC,2001,0,2001,Strategy,Tier 2,19,81,337,8.8,FireFlyStudios,0.11,"Strategy,Real-Time,Historic,General,Historic"
Stronghold: Crusader,Stronghold,PC,2002,1,2001,Strategy,Tier 3,14,78,350,8.8,FireFlyStudios,,"Strategy,Real-Time,Historic,General,Historic"
Stuntman: Ignition,Stuntman: Ignition,PlayStation,2007,0,2007,Racing,Tier 3,18,76,13,6.1,ParadigmEntertainment,0.52,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile"
Stupid Invaders,Stupid Invaders,PC,2001,0,2001,Adventure,Tier 4,23,65,12,7.8,Xilam,,"Adventure,General,General"
Stygian: Reign of the Old Ones,Stygian: Reign of the Old Ones,PC,2019,0,2019,Adventure,Tier 2,17,81,72,8.0,CulticGames,,"Adventure,General"
Styx: Master of Shadows,Styx,PC,2014,0,2014,Action Adventure,Tier 3,31,71,314,7.2,Cyanide,,"Action Adventure,Sci-Fi,General"
Styx: Master of Shadows,Styx,PlayStation,2014,0,2014,Sci-Fi,Tier 3,9,70,128,6.4,Cyanide,,"Sci-Fi,Action Adventure,General"
Styx: Master of Shadows,Styx,Xbox,2014,0,2014,Action Adventure,Tier 4,8,69,36,7.2,Cyanide,,"Action Adventure,Sci-Fi,General"
Styx: Shards of Darkness,Styx,PlayStation,2017,3,2014,Action Adventure,Tier 3,31,72,60,7.2,Cyanide,,"Action Adventure,General"
Styx: Shards of Darkness,Styx,PC,2017,3,2014,Action Adventure,Tier 3,38,72,105,7.7,Cyanide,,"Action Adventure,General"
Styx: Shards of Darkness,Styx,Xbox,2017,3,2014,Action Adventure,Tier 3,12,72,27,7.4,Cyanide,,"Action Adventure,General"
Submarine Titans,Submarine Titans,PC,2000,0,2000,Strategy,Tier 4,16,69,30,7.5,EllipseStudios,,"Strategy,Real-Time,General,General,Command"
Subnautica,Subnautica,PC,2018,0,2018,Adventure,Tier 2,39,87,838,8.5,UnknownWorldsEntertainment,,"Adventure,General"
Subnautica,Subnautica,Xbox,2018,0,2018,Adventure,Tier 2,9,81,54,8.1,UnknownWorldsEntertainment,,"Adventure,General"
Subnautica,Subnautica,PlayStation,2018,0,2018,Adventure,Tier 2,18,80,103,7.7,"UnknownWorldsEntertainment,PanicButton",,"Adventure,General"
Subsurface Circular,Subsurface Circular,Switch,2018,0,2018,Adventure,Tier 3,22,79,30,7.9,MikeBithell,,"Adventure,General,Visual Novel"
Sudden Strike,Sudden Strike,PC,2001,0,2001,Strategy,Tier 4,16,69,27,7.7,Fireglow,,"Strategy,General,General"
Sudden Strike 4,Sudden Strike,PC,2017,16,2001,Strategy,Tier 3,16,70,64,7.5,KiteGames,,"Strategy,Real-Time,General"
Sudden Strike II,Sudden Strike,PC,2002,1,2001,Strategy,Tier 4,10,68,27,7.9,Fireglow,,"Strategy,Real-Time,Historic,General,Historic"
Summoner,Summoner,PC,2001,0,2001,Role-Play,Tier 3,14,78,35,7.7,VolitionInc.,,"Role-Playing,Action RPG,Action RPG"
Sundered: Eldritch Edition,Sundered: Eldritch Edition,Switch,2018,0,2018,Action Adventure,Tier 3,10,76,21,7.2,ThunderLotusGames,,"Action Adventure,General"
Sunless Sea,Sunless Sea,PC,2014,0,2014,Sci-Fi,Tier 2,38,81,166,7.6,FailbetterGames,,"Sci-Fi,Action Adventure,General"
Sunless Skies,Sunless Skies,PC,2019,0,2019,Action Adventure,Tier 2,30,87,68,6.9,FailbetterGames,,"Action Adventure,General"
Sunset Overdrive,Sunset Overdrive,Xbox,2014,0,2014,General,Tier 2,89,81,1410,7.8,InsomniacGames,1.14,"General,Action,General,Shooter,Third-Person,Arcade"
Super Cane Magic ZERO,Super Cane Magic ZERO,PlayStation,2019,0,2019,Role-Play,Tier 3,8,77,10,5.2,STUDIOEVIL,,"Role-Playing,Japanese-Style"
